meme_id,filename,platform,perceptual_hash,vector_id
146,1020199914661663_0.jpg,sgag,dummy,-1
147,1020254924656162_0.jpg,sgag,dummy,-1
148,1020622887952699_0.jpg,sgag,dummy,-1
149,1020644257950562_0.jpg,sgag,dummy,-1
150,1020706354611019_0.jpg,sgag,dummy,-1
151,1020749297940058_0.jpg,sgag,dummy,-1
152,1020828014598853_0.jpg,sgag,dummy,-1
153,1020864044595250_0.jpg,sgag,dummy,-1
154,1020889801259341_0.jpg,sgag,dummy,-1
155,1021332027881785_0.jpg,sgag,dummy,-1
156,1021724241175897_0.jpg,sgag,dummy,-1
157,1021794507835537_0.jpg,sgag,dummy,-1
158,1021835217831466_0.jpg,sgag,dummy,-1
159,1022210241127297_0.jpg,sgag,dummy,-1
160,1022733904408264_0.jpg,sgag,dummy,-1
161,1022763591071962_0.jpg,sgag,dummy,-1
162,1022817967733191_0.jpg,sgag,dummy,-1
163,1022892051059116_0.jpg,sgag,dummy,-1
164,1022899297725058_0.jpg,sgag,dummy,-1
165,1022900927724895_0.jpg,sgag,dummy,-1
166,1023195807695407_0.jpg,sgag,dummy,-1
167,1023344444347210_0.jpg,sgag,dummy,-1
168,1023358744345780_0.jpg,sgag,dummy,-1
169,1023412681007053_0.jpg,sgag,dummy,-1
170,1023495440998777_0.jpg,sgag,dummy,-1
171,1023928127622175_0.jpg,sgag,dummy,-1
172,1023955927619395_0.jpg,sgag,dummy,-1
173,1023984934283161_0.jpg,sgag,dummy,-1
174,1024063850941936_0.jpg,sgag,dummy,-1
175,1024307854250869_0.jpg,sgag,dummy,-1
176,1024440810904240_0.jpg,sgag,dummy,-1
177,1024492377565750_0.jpg,sgag,dummy,-1
178,1024538034227851_0.jpg,sgag,dummy,-1
179,1024863240861997_0.jpg,sgag,dummy,-1
180,1025291337485854_0.jpg,sgag,dummy,-1
181,1025391127475875_0.jpg,sgag,dummy,-1
182,1025408500807471_0.jpg,sgag,dummy,-1
183,1025420594139595_0.jpg,sgag,dummy,-1
184,1025432880805033_0.jpg,sgag,dummy,-1
185,1025507980797523_0.jpg,sgag,dummy,-1
186,1025839714097683_0.jpg,sgag,dummy,-1
187,1025948424086812_0.jpg,sgag,dummy,-1
188,1025967764084878_0.jpg,sgag,dummy,-1
189,1026018900746431_0.jpg,sgag,dummy,-1
190,1026333864048268_0.jpg,sgag,dummy,-1
191,1026454717369516_0.jpg,sgag,dummy,-1
192,1026585890689732_0.jpg,sgag,dummy,-1
193,1027079467307041_0.jpg,sgag,dummy,-1
194,1027129850635336_0.jpg,sgag,dummy,-1
195,1027148343966820_0.jpg,sgag,dummy,-1
196,1027294010618920_0.jpg,sgag,dummy,-1
197,1027582293923425_0.jpg,sgag,dummy,-1
198,1027758150572506_0.jpg,sgag,dummy,-1
199,1027856550562666_0.jpg,sgag,dummy,-1
200,1027857670562554_0.jpg,sgag,dummy,-1
201,1028257580522563_0.jpg,sgag,dummy,-1
202,1028290807185907_0.jpg,sgag,dummy,-1
203,1028319607183027_0.jpg,sgag,dummy,-1
204,1028794440468877_0.jpg,sgag,dummy,-1
205,1028801067134881_0.jpg,sgag,dummy,-1
206,1028803540467967_0.jpg,sgag,dummy,-1
207,1028843707130617_0.jpg,sgag,dummy,-1
208,1028866087128379_0.jpg,sgag,dummy,-1
209,1028880477126940_0.jpg,sgag,dummy,-1
210,1029441390404182_0.jpg,sgag,dummy,-1
211,1029513800396941_0.jpg,sgag,dummy,-1
212,1030305953651059_0.jpg,sgag,dummy,-1
213,1030917140256607_0.jpg,sgag,dummy,-1
214,1031000100248311_0.jpg,sgag,dummy,-1
215,1031167296898258_0.jpg,sgag,dummy,-1
216,1031196556895332_0.jpg,sgag,dummy,-1
217,1031268506888137_0.jpg,sgag,dummy,-1
218,1031708400177481_0.jpg,sgag,dummy,-1
219,1031742326840755_0.jpg,sgag,dummy,-1
220,1031802836834704_0.jpg,sgag,dummy,-1
221,1031846866830301_0.jpg,sgag,dummy,-1
222,1032432693438385_0.jpg,sgag,dummy,-1
223,1032564090091912_0.jpg,sgag,dummy,-1
224,1032623210086000_0.jpg,sgag,dummy,-1
225,1033145563367098_0.jpg,sgag,dummy,-1
226,1033243766690611_0.jpg,sgag,dummy,-1
227,1033792636635724_0.jpg,sgag,dummy,-1
228,1033893043292350_0.jpg,sgag,dummy,-1
229,1034130926601895_0.jpg,sgag,dummy,-1
230,1034161536598834_0.jpg,sgag,dummy,-1
231,1034193246595663_0.jpg,sgag,dummy,-1
232,1034267529921568_0.jpg,sgag,dummy,-1
233,1034578909890430_0.jpg,sgag,dummy,-1
234,1034649589883362_0.jpg,sgag,dummy,-1
235,1034878669860454_0.jpg,sgag,dummy,-1
236,1035393136475674_0.jpg,sgag,dummy,-1
237,1035563696458618_0.jpg,sgag,dummy,-1
238,1035576763123978_0.jpg,sgag,dummy,-1
239,1036120986402889_0.jpg,sgag,dummy,-1
240,1036126606402327_0.jpg,sgag,dummy,-1
241,1036369029711418_0.jpg,sgag,dummy,-1
242,1036386136376374_0.jpg,sgag,dummy,-1
243,1036394716375516_0.jpg,sgag,dummy,-1
244,1036400389708282_0.jpg,sgag,dummy,-1
245,1036859306329057_0.jpg,sgag,dummy,-1
246,1036930749655246_0.jpg,sgag,dummy,-1
247,1036999136315074_0.jpg,sgag,dummy,-1
248,1037042429644078_0.jpg,sgag,dummy,-1
249,1037075682974086_0.jpg,sgag,dummy,-1
250,1037086632972991_0.jpg,sgag,dummy,-1
251,1037407459607575_0.jpg,sgag,dummy,-1
252,1037464762935178_0.jpg,sgag,dummy,-1
253,1037470042934650_0.jpg,sgag,dummy,-1
254,1037648829583438_0.jpg,sgag,dummy,-1
255,1037708712910783_0.jpg,sgag,dummy,-1
256,1037761396238848_0.jpg,sgag,dummy,-1
257,1037850252896629_0.jpg,sgag,dummy,-1
258,1037855552896099_0.jpg,sgag,dummy,-1
259,1038136909534630_0.jpg,sgag,dummy,-1
260,1038648032816851_0.jpg,sgag,dummy,-1
261,1038669309481390_0.jpg,sgag,dummy,-1
262,1038742732807381_0.jpg,sgag,dummy,-1
263,1038766909471630_0.jpg,sgag,dummy,-1
264,1038770976137890_0.jpg,sgag,dummy,-1
265,1038953046119683_0.jpg,sgag,dummy,-1
266,1039243902757264_0.jpg,sgag,dummy,-1
267,1039262486088739_0.jpg,sgag,dummy,-1
268,1039434969404824_0.jpg,sgag,dummy,-1
269,1039566419391679_0.jpg,sgag,dummy,-1
270,1039780689370252_0.jpg,sgag,dummy,-1
271,1039782972703357_0.jpg,sgag,dummy,-1
272,1040336895981298_0.jpg,sgag,dummy,-1
273,1040568365958151_0.jpg,sgag,dummy,-1
274,1040621885952799_0.jpg,sgag,dummy,-1
275,1040973649250956_0.jpg,sgag,dummy,-1
276,1041001682581486_0.jpg,sgag,dummy,-1
277,1041114289236892_0.jpg,sgag,dummy,-1
278,1041564299191891_0.jpg,sgag,dummy,-1
279,1041565375858450_0.jpg,sgag,dummy,-1
280,1041576675857320_0.jpg,sgag,dummy,-1
281,1041759245839063_0.jpg,sgag,dummy,-1
282,1042706965744291_0.jpg,sgag,dummy,-1
283,1042725129075808_0.jpg,sgag,dummy,-1
284,1043145825700405_0.jpg,sgag,dummy,-1
285,1043178089030512_0.jpg,sgag,dummy,-1
286,1043200345694953_0.jpg,sgag,dummy,-1
287,1043835965631391_0.jpg,sgag,dummy,-1
288,1043904805624507_0.jpg,sgag,dummy,-1
289,1044445378903783_0.jpg,sgag,dummy,-1
290,1044452968903024_0.jpg,sgag,dummy,-1
291,1044554792226175_0.jpg,sgag,dummy,-1
292,1045068978841423_0.jpg,sgag,dummy,-1
293,1045102812171373_0.jpg,sgag,dummy,-1
294,1045178825497105_0.jpg,sgag,dummy,-1
295,1045537178794603_0.jpg,sgag,dummy,-1
296,1045600225454965_0.jpg,sgag,dummy,-1
297,1045678622113792_0.jpg,sgag,dummy,-1
298,1045771608771160_0.jpg,sgag,dummy,-1
299,1045784472103207_0.jpg,sgag,dummy,-1
300,1045822758766045_0.jpg,sgag,dummy,-1
301,1045894855425502_0.jpg,sgag,dummy,-1
302,1046228382058816_0.jpg,sgag,dummy,-1
303,1046246972056957_0.jpg,sgag,dummy,-1
304,1046260875388900_0.jpg,sgag,dummy,-1
305,1046348278713493_0.jpg,sgag,dummy,-1
306,1046647688683552_0.jpg,sgag,dummy,-1
307,1046754418672879_0.jpg,sgag,dummy,-1
308,1046758175339170_0.jpg,sgag,dummy,-1
309,1046778272003827_0.jpg,sgag,dummy,-1
310,1046822268666094_0.jpg,sgag,dummy,-1
311,1046891345325853_0.jpg,sgag,dummy,-1
312,1046921451989509_0.jpg,sgag,dummy,-1
313,1047227611958893_0.jpg,sgag,dummy,-1
314,1047286345286353_0.jpg,sgag,dummy,-1
315,1047300088618312_0.jpg,sgag,dummy,-1
316,1047402525274735_0.jpg,sgag,dummy,-1
317,1047799188568402_0.jpg,sgag,dummy,-1
318,1048008458547475_0.jpg,sgag,dummy,-1
319,1048397711841883_0.jpg,sgag,dummy,-1
320,1048409311840723_0.jpg,sgag,dummy,-1
321,1048492928499028_0.jpg,sgag,dummy,-1
322,1048502858498035_0.jpg,sgag,dummy,-1
323,1049049971776657_0.jpg,sgag,dummy,-1
324,1049083081773346_0.jpg,sgag,dummy,-1
325,1049179438430377_0.jpg,sgag,dummy,-1
326,1049663318381989_0.jpg,sgag,dummy,-1
327,1049669648381356_0.jpg,sgag,dummy,-1
328,1049714128376908_0.jpg,sgag,dummy,-1
329,1049751105039877_0.jpg,sgag,dummy,-1
330,1049934661688188_0.jpg,sgag,dummy,-1
331,1050045071677147_0.jpg,sgag,dummy,-1
332,1050333144981673_0.jpg,sgag,dummy,-1
333,1050341621647492_0.jpg,sgag,dummy,-1
334,1050343064980681_0.jpg,sgag,dummy,-1
335,1050478648300456_0.jpg,sgag,dummy,-1
336,1050529354962052_0.jpg,sgag,dummy,-1
337,1050540748294246_0.jpg,sgag,dummy,-1
338,1050683634946624_0.jpg,sgag,dummy,-1
339,1051086971572957_0.jpg,sgag,dummy,-1
340,1051107494904238_0.jpg,sgag,dummy,-1
341,1051120434902944_0.jpg,sgag,dummy,-1
342,1051215638226757_0.jpg,sgag,dummy,-1
343,1051249081556746_0.jpg,sgag,dummy,-1
344,1051317958216525_0.jpg,sgag,dummy,-1
345,1051688291512825_0.jpg,sgag,dummy,-1
346,1051703858177935_0.jpg,sgag,dummy,-1
347,1052505021431152_0.jpg,sgag,dummy,-1
348,1052505521431102_0.jpg,sgag,dummy,-1
349,1052665598081761_0.jpg,sgag,dummy,-1
350,1053525001329154_0.jpg,sgag,dummy,-1
351,1053663301315324_0.jpg,sgag,dummy,-1
352,1054156327932688_0.jpg,sgag,dummy,-1
353,1054221717926149_0.jpg,sgag,dummy,-1
354,1054247067923614_0.jpg,sgag,dummy,-1
355,1054260124588975_0.jpg,sgag,dummy,-1
356,1054736247874696_0.jpg,sgag,dummy,-1
357,1054767397871581_0.jpg,sgag,dummy,-1
358,1054811337867187_0.jpg,sgag,dummy,-1
359,1054815517866769_0.jpg,sgag,dummy,-1
360,1055228287825492_0.jpg,sgag,dummy,-1
361,1055335791148075_0.jpg,sgag,dummy,-1
362,1055398551141799_0.jpg,sgag,dummy,-1
363,1055549697793351_0.jpg,sgag,dummy,-1
364,1055962114418776_0.jpg,sgag,dummy,-1
365,1055977901083864_0.jpg,sgag,dummy,-1
366,1055997441081910_0.jpg,sgag,dummy,-1
367,1056009154414072_0.jpg,sgag,dummy,-1
368,1056064574408530_0.jpg,sgag,dummy,-1
369,1056887757659545_0.jpg,sgag,dummy,-1
370,1056924827655838_0.jpg,sgag,dummy,-1
371,1056971287651192_0.jpg,sgag,dummy,-1
372,1056973447650976_0.jpg,sgag,dummy,-1
373,1057037840977870_0.jpg,sgag,dummy,-1
374,1057513724263615_0.jpg,sgag,dummy,-1
375,1057519387596382_0.jpg,sgag,dummy,-1
376,1057523054262682_0.jpg,sgag,dummy,-1
377,1057573377590983_0.jpg,sgag,dummy,-1
378,1058039060877748_0.jpg,sgag,dummy,-1
379,1058054670876187_0.jpg,sgag,dummy,-1
380,1058097427538578_0.jpg,sgag,dummy,-1
381,1058126827535638_0.jpg,sgag,dummy,-1
382,1058160464198941_0.jpg,sgag,dummy,-1
383,1058197810861873_0.jpg,sgag,dummy,-1
384,1058215237526797_0.jpg,sgag,dummy,-1
385,1058244300857224_0.jpg,sgag,dummy,-1
386,1058328197515501_0.jpg,sgag,dummy,-1
387,1058354477512873_0.jpg,sgag,dummy,-1
388,1058615684153419_0.jpg,sgag,dummy,-1
389,1058735984141389_0.jpg,sgag,dummy,-1
390,1058760487472272_0.jpg,sgag,dummy,-1
391,1058790150802639_0.jpg,sgag,dummy,-1
392,1058808940800760_0.jpg,sgag,dummy,-1
393,1059334357414885_0.jpg,sgag,dummy,-1
394,1059359990745655_0.jpg,sgag,dummy,-1
395,1059387954076192_0.jpg,sgag,dummy,-1
396,1059416220740032_0.jpg,sgag,dummy,-1
397,1059648320716822_0.jpg,sgag,dummy,-1
398,1059778704037117_0.jpg,sgag,dummy,-1
399,1060410960640558_0.jpg,sgag,dummy,-1
400,1060411923973795_0.jpg,sgag,dummy,-1
401,1060412623973725_0.jpg,sgag,dummy,-1
402,1060993810582273_0.jpg,sgag,dummy,-1
403,1061072210574433_0.jpg,sgag,dummy,-1
404,1061155117232809_0.jpg,sgag,dummy,-1
405,1061548640526790_0.jpg,sgag,dummy,-1
406,1061586380523016_0.jpg,sgag,dummy,-1
407,1061619623853025_0.jpg,sgag,dummy,-1
408,1061627370518917_0.jpg,sgag,dummy,-1
409,1062322300449424_0.jpg,sgag,dummy,-1
410,1062370217111299_0.jpg,sgag,dummy,-1
411,1062400050441649_0.jpg,sgag,dummy,-1
412,1062454750436179_0.jpg,sgag,dummy,-1
413,1062657983749189_0.jpg,sgag,dummy,-1
414,1062718557076465_0.jpg,sgag,dummy,-1
415,1062739440407710_0.jpg,sgag,dummy,-1
416,1062768793738108_0.jpg,sgag,dummy,-1
417,1062814107066910_0.jpg,sgag,dummy,-1
418,1062833063731681_0.jpg,sgag,dummy,-1
419,1062874633727524_0.jpg,sgag,dummy,-1
420,1062879870393667_0.jpg,sgag,dummy,-1
421,1063238617024459_0.jpg,sgag,dummy,-1
422,1063259877022333_0.jpg,sgag,dummy,-1
423,1063400043674983_0.jpg,sgag,dummy,-1
424,1063480537000267_0.jpg,sgag,dummy,-1
425,1063915753623412_0.jpg,sgag,dummy,-1
426,1063952610286393_0.jpg,sgag,dummy,-1
427,1063994776948843_0.jpg,sgag,dummy,-1
428,1064074096940911_0.jpg,sgag,dummy,-1
429,1064447263570261_0.jpg,sgag,dummy,-1
430,1064500083564979_0.jpg,sgag,dummy,-1
431,1064553740226280_0.jpg,sgag,dummy,-1
432,1064615533553434_0.jpg,sgag,dummy,-1
433,1064621843552803_0.jpg,sgag,dummy,-1
434,1064977020183952_0.jpg,sgag,dummy,-1
435,1065146400167014_0.jpg,sgag,dummy,-1
436,1065172740164380_0.jpg,sgag,dummy,-1
437,1065180830163571_0.jpg,sgag,dummy,-1
438,1065209950160659_0.jpg,sgag,dummy,-1
439,1065543533460634_0.jpg,sgag,dummy,-1
440,1065566593458328_0.jpg,sgag,dummy,-1
441,1065706226777698_0.jpg,sgag,dummy,-1
442,1065771126771208_0.jpg,sgag,dummy,-1
443,1066186390063015_0.jpg,sgag,dummy,-1
444,1066245946723726_0.jpg,sgag,dummy,-1
445,1066621403352847_0.jpg,sgag,dummy,-1
446,1066663210015333_0.jpg,sgag,dummy,-1
447,1066836946664626_0.jpg,sgag,dummy,-1
448,1066936439988010_0.jpg,sgag,dummy,-1
449,1067107793304208_0.jpg,sgag,dummy,-1
450,1067127273302260_0.jpg,sgag,dummy,-1
451,1067272599954394_0.jpg,sgag,dummy,-1
452,1067353343279653_0.jpg,sgag,dummy,-1
453,1067623933252594_0.jpg,sgag,dummy,-1
454,1067649199916734_0.jpg,sgag,dummy,-1
455,1067922113222776_0.jpg,sgag,dummy,-1
456,1068923739789280_0.jpg,sgag,dummy,-1
457,1068981509783503_0.jpg,sgag,dummy,-1
458,1068988059782848_0.jpg,sgag,dummy,-1
459,1069030986445222_0.jpg,sgag,dummy,-1
460,1069446519737002_0.jpg,sgag,dummy,-1
461,1069748919706762_0.jpg,sgag,dummy,-1
462,1069912689690385_0.jpg,sgag,dummy,-1
463,1069913446356976_0.jpg,sgag,dummy,-1
464,1070159209665733_0.jpg,sgag,dummy,-1
465,1070264376321883_0.jpg,sgag,dummy,-1
466,1070308529650801_0.jpg,sgag,dummy,-1
467,1070513856296935_0.jpg,sgag,dummy,-1
468,1070823989599255_0.jpg,sgag,dummy,-1
469,1070867419594912_0.jpg,sgag,dummy,-1
470,1070914916256829_0.jpg,sgag,dummy,-1
471,1071544986193822_0.jpg,sgag,dummy,-1
472,1071549709526683_0.jpg,sgag,dummy,-1
473,1071562956192025_0.jpg,sgag,dummy,-1
474,1071564796191841_0.jpg,sgag,dummy,-1
475,1071795762835411_0.jpg,sgag,dummy,-1
476,1072082042806783_0.jpg,sgag,dummy,-1
477,1072218329459821_0.jpg,sgag,dummy,-1
478,1072240312790956_0.jpg,sgag,dummy,-1
479,1072287469452907_0.jpg,sgag,dummy,-1
480,1072295406118780_0.jpg,sgag,dummy,-1
481,1072850476063273_0.jpg,sgag,dummy,-1
482,1073007622714225_0.jpg,sgag,dummy,-1
483,1073302066018114_0.jpg,sgag,dummy,-1
484,1073302542684733_0.jpg,sgag,dummy,-1
485,1073557295992591_0.jpg,sgag,dummy,-1
486,1073930482621939_0.jpg,sgag,dummy,-1
487,1073981529283501_0.jpg,sgag,dummy,-1
488,1074057332609254_0.jpg,sgag,dummy,-1
489,1074298705918450_0.jpg,sgag,dummy,-1
490,1074605085887812_0.jpg,sgag,dummy,-1
491,1074650572549930_0.jpg,sgag,dummy,-1
492,1075128139168840_0.jpg,sgag,dummy,-1
493,1075250519156602_0.jpg,sgag,dummy,-1
494,1075327042482283_0.jpg,sgag,dummy,-1
495,1075333535814967_0.jpg,sgag,dummy,-1
496,1075343435813977_0.jpg,sgag,dummy,-1
497,1075806329101021_0.jpg,sgag,dummy,-1
498,1075857499095904_0.jpg,sgag,dummy,-1
499,1075881209093533_0.jpg,sgag,dummy,-1
500,1076005822414405_0.jpg,sgag,dummy,-1
501,1076007309080923_0.jpg,sgag,dummy,-1
502,1076007865747534_0.jpg,sgag,dummy,-1
503,1076240045724316_0.jpg,sgag,dummy,-1
504,1076379292377058_0.jpg,sgag,dummy,-1
505,1076389575709363_0.jpg,sgag,dummy,-1
506,1076844208997233_0.jpg,sgag,dummy,-1
507,1076971778984476_0.jpg,sgag,dummy,-1
508,1077448305603490_0.jpg,sgag,dummy,-1
509,1077601342254853_0.jpg,sgag,dummy,-1
510,1078003975547923_0.jpg,sgag,dummy,-1
511,1078005572214430_0.jpg,sgag,dummy,-1
512,1078012638880390_0.jpg,sgag,dummy,-1
513,1078342848847369_0.jpg,sgag,dummy,-1
514,1078527132162274_0.jpg,sgag,dummy,-1
515,1078527965495524_0.jpg,sgag,dummy,-1
516,1078822612132726_0.jpg,sgag,dummy,-1
517,1078857025462618_0.jpg,sgag,dummy,-1
518,1079457152069272_0.jpg,sgag,dummy,-1
519,1079487492066238_0.jpg,sgag,dummy,-1
520,1079638678717786_0.jpg,sgag,dummy,-1
521,1080253221989665_0.jpg,sgag,dummy,-1
522,1080261385322182_0.jpg,sgag,dummy,-1
523,1080362528645401_0.jpg,sgag,dummy,-1
524,1081036488578005_0.jpg,sgag,dummy,-1
525,1081405961874391_0.jpg,sgag,dummy,-1
526,1082055998476054_0.jpg,sgag,dummy,-1
527,1082056315142689_0.jpg,sgag,dummy,-1
528,1082246395123681_0.jpg,sgag,dummy,-1
529,1082708421744145_0.jpg,sgag,dummy,-1
530,1082926811722306_0.jpg,sgag,dummy,-1
531,1083011678380486_0.jpg,sgag,dummy,-1
532,1083535254994795_0.jpg,sgag,dummy,-1
533,1084140741600913_0.jpg,sgag,dummy,-1
534,1084246061590381_0.jpg,sgag,dummy,-1
